id,date,storename,score,texto
437,2016-05-31 13:24:34,pali,0.442974,Pali Cartago centro
438,2016-05-31 13:26:06,maxipali,-0.290535,Hola disculpen quisiera saber si tienen pantallas en oferta
439,2016-05-31 13:26:39,vindi,0.757702,"se ve deliciosa :P gracias, voy a intentarla hacer"
440,2016-05-31 13:26:57,pali,0.0,Pali tarrazu
441,2016-05-31 13:26:58,pali,0.391047,Él de cuatro reinas
442,2016-05-31 13:27:36,pali,0.0,Pali la verbena
443,2016-05-31 13:28:04,pali,0.0,Me gusta Maxipali liberia..
444,2016-05-31 13:28:50,maxipali,0.245101,Son 8 diferirncias
445,2016-05-31 13:31:56,pali,0.506379,"Palí Pavas. Pero por mejora continua sería bueno el cambio de los carros de supermercado, su mayoría descompuestos o sin funcionamiento."
446,2016-05-31 13:33:42,maxipali,0.0,Dos jarras tres platos cocina de cuatro discos una gaveta mas la tapa del orno abre diferente la puerta de la refri abre al revés al respaldar de una silla le ase falta un tornillo el cucharon sopero esta vuelto para el otro lado también
447,2016-05-31 13:35:42,pali,-0.516112,Servicio Malo. Siempre tienen Pocos Cajeros. Q filones!
448,2016-05-31 13:38:22,pali,-0.586236,"Ehhh no tengo ninguno siempre tienen 2 cajas funcionando, es de lo PEOR.
Por qué no mejoran esa parte !!!!"
449,2016-05-31 13:39:47,pali,0.0,Palo Puntatenas Centro
450,2016-05-31 13:40:27,pali,0.0,Paly fortuna san Carlos
451,2016-05-31 13:40:56,pali,0.0,Alagula
452,2016-05-31 13:41:21,pali,0.0,Pali de pital  de sancarlos
453,2016-05-31 13:43:44,pali,-0.893311,El de mi barrio la pitahaya de cartago lastima que siempre hay  solo 2 cajas  en funcion o se cae el sistema y no se puede pagar con targeta
454,2016-05-31 13:48:43,maxipali,0.0,Una tasa. una gaveta. el cucharon en diferente posicion.  Falta un plato. el punto de la silla la puerta de la Cosina. la puerta de la refri
455,2016-05-31 13:52:42,maxipali,0.0,"El cucharón, la linea del horno, falta una gabeta, los discos de la cocina faltan los de atras, falta un vaso y falta un plato plano y un plato hondo y la palanca de la refi esta del otro lado"
456,2016-05-31 13:59:32,pali,0.0,"Todos tenemos uno mas cercano, pero es cierto soy de heredia y en todos siempre hay una caja abierta , máximo 2 y los administradores metidos en su oficina haciendo nada ,los 2 pali del centro de heredia,son una pulperia, ni campo, ni parqueo,ni atención al cliente y los baños, voy a mandar al ministerio de salud, dan vergüenza ajena"
457,2016-05-31 13:59:38,pali,0.0,Pali guapiles
458,2016-05-31 13:59:39,pali,0.0,Donde yo vivo pali de Puerto Viejo Sarapiqui
459,2016-05-31 14:01:18,pali,0.624564,Pali San Ramon de alajuela atiende muy bien lo maximo solo bueno
460,2016-05-31 14:03:02,pali,0.0,"Palí,ubicado frente al parque de Desamparados o Decosure.
Pero si deberían de reforzar más el área de caja,ya que mucha gente y sólo 2 cajas abiertas"
461,2016-05-31 14:07:55,pali,-0.505021,"Ya ninguno,c ha vuelto muy caro comprar ahí"
462,2016-05-31 14:12:27,pali,0.0,Pali calle blancos
463,2016-05-31 14:15:20,pali,0.0,Eso es tipico de los pali que funcione una caja a veces la gente su aburre deja la mercaderia y se va deberian pelliscarse eso baja las ventas.
464,2016-05-31 14:19:38,pali,0.0,Pali San Diego
465,2016-05-31 14:19:48,maxipali,0.0,"1. Tornillo en respaldo de silla izquierda. 
2. Faltan 2 discos en la cocina. 
3. Posición de agarradera del horno de la cocina.
4. Falta una gaveta. 
5. Posición de agarradera de la nevera. 
6. Gaveta y puerta a la izquierda de la nevera en posición invertida. 
7. Faltan jarra y plato en estante arriba de la nevera.
8. Cucharón invertido. 
9. Falta plato en estante arriba de la cocina."
466,2016-05-31 14:33:19,pali,0.0,San Roque Liberia
467,2016-05-31 14:34:46,vindi,0.322503,Mmmh q rico.Pasta.
468,2016-05-31 14:36:45,pali,-0.757318,Son demasiado desordenados
469,2016-05-31 14:51:37,pali,0.0,El de mi comunidad PAL? JORCO...
470,2016-05-31 14:54:44,maxipali,0.0,"Los platos ,las jarras, el cucharon, la cocina , el tornillo de las sillas las gavetas , y la manilla de la refri."
471,2016-05-31 15:00:06,maxipali,0.0,"Yo encontre 8,"
472,2016-05-31 15:11:51,pali,0.664909,Pali B°San José de Alajuela es el mejor!!
473,2016-05-31 15:32:24,pali,0.244628,Pali guacimo de limon frente delegacion guacimo
474,2016-05-31 15:43:35,pali,0.984352,Pali en san diego estamos estrenando me encanta
475,2016-05-31 15:45:30,pali,0.0,Yo Pali de Poas de Alajuela
476,2016-05-31 15:46:38,pali,0.0,Roble en puntarenas
477,2016-05-31 15:47:19,pali,-0.693356,El de e San Rafael abajo de Desamparados a veces hay mucha gente y sólo 2 cajas abiertas  y si no es quincena hay muchos estantes sin productos
478,2016-05-31 16:17:42,pali,-0.397906,Ninguno me gusta no usan marcas diferentes
479,2016-05-31 16:27:45,pali,0.0,Barva centro
480,2016-05-31 16:35:08,pali,0.0,"Las bolsas tras que hay que pagarlas son malísimas, deben cambiar las"
481,2016-05-31 16:52:05,maxipali,0.0,Las jarras los cucharones  la puerta de la refri las gavetas
482,2016-05-31 17:02:35,pali,0.0,Hay dos en Heredia Centro y el que mas visitado esta frente al Mercado Municipal
483,2016-05-31 17:51:56,pali,0.312838,Pali El Llano de Alajuela  de lo mejor...
484,2016-05-31 17:54:44,pali,0.0,"pero ahora con la lluvia,los piratas estacionan en los lugares mas cerca de la entrada y a los clientes nos toca mojarnos...."
485,2016-05-31 18:07:41,vindi,0.900222,¡Nos contás que tal te va! :)
486,2016-05-31 18:08:51,vindi,0.75062,¡Es deliciosa!
487,2016-05-31 18:10:09,pali,0.652271,"Es verdad!!!.... esas enfermedades no son un juego nos toca a todos los ciudadanos erradicarlas,pero no solo ahí existen criaderos.Debemos trabajar en conjunto.Qué Dios nos guié y nos ilumine!!!"
488,2016-05-31 18:19:32,pali,0.0,San Rafael abajo vivo en san juan de Dios de Desamparados
489,2016-05-31 19:00:01,pali,0.812534,"Hola amiga, muchas gracias por escribirnos. Por favor, envianos tu número de teléfono para poder contactarte y darle seguimiento a tu queja. Quedamos atentos. Saludos,"
490,2016-05-31 19:01:42,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
491,2016-05-31 19:01:44,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
492,2016-05-31 19:01:46,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
493,2016-05-31 19:01:47,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
494,2016-05-31 19:01:48,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
495,2016-05-31 19:01:49,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
496,2016-05-31 19:01:54,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
497,2016-05-31 19:01:55,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
498,2016-05-31 19:01:56,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
499,2016-05-31 19:01:57,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
500,2016-05-31 19:02:04,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
501,2016-05-31 19:02:05,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
502,2016-05-31 19:02:07,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
503,2016-05-31 19:02:20,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
504,2016-05-31 19:02:25,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
505,2016-05-31 19:02:26,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
506,2016-05-31 19:02:29,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
507,2016-05-31 19:02:30,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
508,2016-05-31 19:02:32,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
509,2016-05-31 19:02:34,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
510,2016-05-31 19:02:35,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
511,2016-05-31 19:03:13,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
512,2016-05-31 19:03:21,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
513,2016-05-31 19:03:27,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
514,2016-05-31 19:03:28,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
515,2016-05-31 19:03:34,pali,0.972629,¡Muchas gracias por tu amable preferencia! En #Palí encontrás #PreciosBajosSiempre. Te esperamos pronto :)
516,2016-05-31 19:04:37,pali,0.716956,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
517,2016-05-31 19:04:41,pali,0.716956,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
518,2016-05-31 19:04:43,pali,0.716956,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
519,2016-05-31 19:04:50,pali,0.716956,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
520,2016-05-31 19:04:55,pali,0.716956,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
521,2016-05-31 19:05:05,pali,0.716956,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
522,2016-05-31 19:05:10,pali,0.716956,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
523,2016-05-31 19:05:16,pali,0.716956,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
524,2016-05-31 19:05:31,pali,0.855092,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono y el nombre del Palí que visitas para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
525,2016-05-31 19:05:39,pali,0.855092,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono y el nombre del Palí que visitas para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
526,2016-05-31 19:05:45,pali,0.855092,"Hola, agradecemos tu comentario. Por favor, envianos tu número de teléfono y el nombre del Palí que visitas para poder contactarte y continuar con el trámite de la queja. Quedamos atentos. Saludos,"
527,2016-05-31 19:10:05,pali,0.983868,"Me dan su correo y se los envío con gusto, gracias"
528,2016-05-31 19:13:31,pali,0.0,84248804
529,2016-05-31 19:26:15,pali,0.477269,Gracias 
530,2016-05-31 19:38:18,pali,0.0,Miramar
531,2016-05-31 19:44:53,pali,0.0,Pali Tuasa en Alajuela ..
532,2016-05-31 19:50:59,pali,0.0,Pali turrialba
533,2016-05-31 20:06:07,pali,0.466296,En Santa Bárbara de Heredia
534,2016-05-31 20:14:59,pali,0.0,"Palmares,Alajuela"
535,2016-05-31 20:16:31,pali,0.888615,Plaza Viquez excelente atención
536,2016-05-31 20:39:51,masxmenos,0.892769,Gracias por compartirlo temprano
537,2016-05-31 20:39:56,maxipali,0.0,El vaso un plato el cucharon alrevez una gabeta 2 discos dd la cocina y la manecita de la cocinAo
538,2016-05-31 20:41:00,maxipali,0.916248,A mi quee den un minuto gratis en pali soy feliz
539,2016-05-31 20:45:49,masxmenos,0.0,Ana Madrigal B
540,2016-05-31 20:46:55,masxmenos,0.0,Lilliam Valenzuela vea
541,2016-05-31 20:47:12,masxmenos,0.477269,Gracias
542,2016-05-31 20:50:05,masxmenos,0.0,Hellen Quirós
543,2016-05-31 20:53:18,masxmenos,0.709896,Alguien sabe a q hora habré masxmenos gracias
544,2016-05-31 20:53:35,masxmenos,0.268191,Yessy Bolaños Aguilar
545,2016-05-31 20:54:14,pali,0.0,"Pali san antonio de belen,heredia"
546,2016-05-31 20:58:51,masxmenos,0.481527,Vea amor yo que soy adicta a los miércoles frescos 
547,2016-05-31 21:03:57,pali,0.0,Pali el llano todos trabajan con pereza ...totalmente vagos comenzando por la admi.
548,2016-05-31 21:05:13,masxmenos,0.0,Greivin Vindas Marin
549,2016-05-31 21:10:37,masxmenos,0.300876,Abre a las 8 am
550,2016-05-31 21:21:49,pali,0.926413,Gracias saludos...
551,2016-05-31 21:23:56,masxmenos,0.381612,7  AM En Tres Rios
552,2016-05-31 21:25:14,masxmenos,0.220603,en muchos lugares a las 6 am por ejemplo Heredia centro
553,2016-05-31 21:33:42,masxmenos,0.0,Cartago 8:00 am
554,2016-05-31 21:39:04,pali,0.0,Pali siempre tiene Buenos precios y variedad pero la queja que todo mundo tiene es que tienen pocas cajas abiertas aunque mucha gente este haciendo fila
555,2016-05-31 21:58:44,pali,0.650039,Soy de lado de oritina yo lo veo muy bueno no lo cambio por otros supermercado
556,2016-05-31 22:05:09,masxmenos,-0.321791,Mario Murillo pollito mmmm
557,2016-05-31 22:09:50,masxmenos,-0.355729,De cuantos gramos es el Camaron? no se ve bien en la imagen.
558,2016-05-31 23:08:32,masxmenos,0.638579,A como el pollo mañana
559,2016-05-31 23:17:14,vindi,0.47983,Oh por Dios!!! Me encanto!!!!! De fijo la voy a hacer!!!!
560,2016-06-01 02:40:12,pali,0.0,"No estoy de acuerdo con algunos comentarios que generalizan ya que no todos tienen una sola caja abierta, ni todos son desordenados o sucios, eso tiene mucho que ver con la administración, y aunque esta sea buena la mayoría de los casos el cliente es quien  desordena y ensucian mas de lo debido, con eso que los colaboradores son auxiliares de tienda, muchos creen que éstos tienen hasta que limpiarles los zapatos... Colaboremos todos y tengamos consideración...Yo lo he visto.."
561,2016-06-01 05:56:50,masxmenos,0.804318,Buen día. .Gracias .
562,2016-06-01 07:11:33,pali,-0.491603,"Pali La Cruz Guanacaste .....varias cajas ..y solo una funcionando...porque? No entiendo ..por favor es un lugar dnd hay playas ,Hoteles ,muchos nicaragüenses entran a comprar ..los mas cerca de la frontera. El tráfico de gente es alto y no entiendo porque nunca funcionan Todas las cajas ..es un dolor entrar a este pali."
563,2016-06-01 07:21:06,masxmenos,0.950579,Buenos días bendiciones me puede decir horario de san gerardo
564,2016-06-01 07:35:21,masxmenos,0.778774,"HABRA  ALGUNA  MANERA DE  SACAR LA  IMAGEN UN  POQUITO  MÁS GRANDE  PARA TENER LA OPORTUNIDAD DE DUPLICARLA Y LEER MEJOR,  A VECES CASI QUE TENGO QUE ADIVINAR.  MUCHAS GRACIAS"
565,2016-06-01 08:26:19,masxmenos,0.228626,Ojala las naranjas esten buenas porque yo compre el domingo y ella mas jugo una piedra para hacer un vasito son 9 naranjas 
566,2016-06-01 08:28:31,masxmenos,0.0,Solo estos productos tienen oferta?
567,2016-06-01 08:40:34,masxmenos,0.877354,Buenos dias la posta de cerdo esta en la promocion
568,2016-06-01 08:48:09,masxmenos,0.693433,Andrey JC K-thy Cambronero uds q les gusta los camarones
569,2016-06-01 08:49:09,masxmenos,0.719351,Estan en ese preciooo
570,2016-06-01 08:51:15,masxmenos,0.0,El paquete de 400g
571,2016-06-01 08:51:29,masxmenos,-0.200383,Camaron fidel dice
572,2016-06-01 08:52:27,masxmenos,0.266622,Son más!!!
573,2016-06-01 08:52:53,masxmenos,0.0,400 g
574,2016-06-01 08:53:05,masxmenos,0.482975,Mmmm ahora le digo a andrey q vayamos a ver
575,2016-06-01 09:10:08,masxmenos,0.0,Andrea Quiros Vargas
576,2016-06-01 09:11:41,maxipali,0.0,"La refrigeradora ,el horno, el estante que esta arriba de la refri le faltan y a otro le faltan platos el cucharon esta en diferente posicion"
577,2016-06-01 09:13:15,vindi,0.931422,¡Que alegría Ana Silvia Arias! Ahí nos contás qué tal te salió :D
578,2016-06-01 09:18:34,masxmenos,0.808368,"buenos días, precio de la cebolla para hoy 1 de junio por favor. Gracias"
579,2016-06-01 09:56:39,masxmenos,0.0,Solo bueno como siempre
580,2016-06-01 10:14:19,masxmenos,0.566471,Saludos =)
581,2016-06-01 10:14:25,masxmenos,0.306598,Las esperamos =)
582,2016-06-01 10:14:39,masxmenos,0.887051,¿Las esperamos! =)
583,2016-06-01 10:14:46,masxmenos,0.987749,"Buen día, saludos"
584,2016-06-01 10:15:22,masxmenos,0.84468,Los esperamos =) buen día
585,2016-06-01 10:15:33,masxmenos,0.549917,=) los esperamos
586,2016-06-01 10:15:53,masxmenos,0.87224,Los esperamos =) que tengan excelente día
587,2016-06-01 10:16:01,masxmenos,0.498771,=) buen día
588,2016-06-01 10:16:09,masxmenos,0.494921,=)
589,2016-06-01 10:16:40,masxmenos,0.901447,"Buen día, nos puedes indicar el horario de cual de nuestras sucursales deseas saber?"
590,2016-06-01 10:20:35,masxmenos,0.281093,los esperamos =)
591,2016-06-01 10:22:12,masxmenos,0.766049,Te compartimos el precio
592,2016-06-01 10:22:17,masxmenos,0.984269,"Saludos, buen día"
593,2016-06-01 10:22:56,masxmenos,0.322589,"Buen día, el horario es Lunes a Sábado
7:00am a 12:00pm
Domingo
7:00am a 10:00pm"
594,2016-06-01 10:23:35,masxmenos,0.732365,"Buen día, el precio o información de cual de los productos deseas?"
595,2016-06-01 10:23:59,masxmenos,0.776691,"Buen día, en que sucursal realizaste tu compra?"
596,2016-06-01 10:24:29,masxmenos,0.914105,"Buen día, en oferta son los de nuestra publicación. Saludos"
597,2016-06-01 10:25:15,masxmenos,0.881009,"Buen día, paquete 400 g. Saludos"
598,2016-06-01 10:25:27,masxmenos,0.281093,Los esperamos =)
599,2016-06-01 10:25:44,masxmenos,0.569324,=) saludos
600,2016-06-01 10:25:51,masxmenos,0.33726,Te esperamos =)
601,2016-06-01 10:26:38,masxmenos,0.333178,Masxmenos Costa Rica en el de escazú
602,2016-06-01 10:28:25,masxmenos,0.778646,Eso no lo duden lo q mas me gusta de masxmenos  es que uno puede comprar cantidad en promocion no como otros q solo 3 productos por persona
603,2016-06-01 10:30:44,masxmenos,0.84238,"Buen día, gracias por escribirnos. Con el fin de poder ayudarte con tu consulta me puedes indicar cual de nuestras sucursales visitas? para poderte brindar el número y así puedas consultar sobre existencias y precio."
604,2016-06-01 10:31:26,masxmenos,0.610927,"Te comparto la oferta, buen día =)"
605,2016-06-01 10:31:54,masxmenos,0.57807,Gracias por su pronta respuesta. Lincoln Plaza
606,2016-06-01 10:36:44,masxmenos,0.841615,Te puedes comunicar al 2519-9082
607,2016-06-01 12:54:54,masxmenos,-0.307982,Que hay en promoción?
608,2016-06-01 15:58:16,masxmenos,0.845681,Te compartimos nuestras ofertas
609,2016-06-01 17:09:44,masxmenos,0.0,Ok
610,2016-06-02 09:41:13,masxmenos,0.494921,=)
611,2016-06-02 21:35:01,pali,-0.467431,Vez Gaby Rojas Murillo
612,2016-06-02 22:11:46,pali,0.0,Que??
613,2016-06-03 06:30:00,vindi,0.0,"Viernes de fiesta desde las 6:30 a.m. en todos nuestros puntos de servicio, porque con carnaval la fiesta dura más "
614,2016-06-03 10:00:00,vindi,0.930519,"Para compartir o para los indecisos, en Vindi celebramos el día de la dona con un 2x1 "
615,2016-06-03 11:33:38,vindi,0.40906,Justin Murray x favoooorrrr!!!
616,2016-06-03 12:14:33,maxipali,-0.712265,Cuando Puriscal esta en el olvido total 
617,2016-06-03 15:24:14,vindi,-0.205647,Si???
618,2016-06-03 15:26:43,vindi,0.0,talvez jajaja
619,2016-06-03 15:26:57,vindi,0.40462,X favorrr!!!
620,2016-06-03 15:27:59,maxipali,0.942255,Sigue pendiente porque pronto habrán más actividades :)
621,2016-06-03 16:22:59,maxipali,-0.484337,¿Existe la posibilidad de saber si tienen un producto que necesito sin ir a uno de los supermercados?
622,2016-06-03 19:43:58,pali,0.247466,Estsdos Unidos. 2-1
623,2016-06-03 20:08:35,masxmenos,0.0,Colombia
624,2016-06-03 21:54:07,pali,0.0,Siiiiiiiii gano. Ganoooo. Colombia siiiiiii.
625,2016-06-04 07:18:25,pali,0.0,Colombiano 2 Estados Unidos 1
626,2016-06-04 07:19:05,pali,0.982584,Excelente me encanta
627,2016-06-04 07:36:52,maxipali,0.0,"Estimados Señores soy una cliente frecuente de su representada,vivo en Santa Cruz Guanacaste y tengo una inconformidad con MaxiPali Santa Cruz por lo siguiente:Resulta que nunca tienen marcados con el precio correcto de ofertas y aducen que la publicidad no es valida para todo el país,que eso solo es valido en San Jose,lo extraño es que   solo la leche semidescremada de la Marca Sabemas es la que nunca la incluyen en los precios xq los otros productos que anuncian a esos si le cambian el precio,me parece poco serio de parte de los encargados que me pregunten y donde vio usted esa oferta y les digo lo anuncian en radio,periódico y hasta sale una revista mensual con fecha de inicio y fin de ofertas y dicen ellos no conocemos a nosotros no nos han mandado correo de San Jose,me parece falta de comunicación u omisión,para hacer que me apliquen los precios llevo casi siempre la revista de menos no me aplican los precios de oferta,en estos tiempos que la economía está mas dificil,creo que todo el mundo busca ahorrar máximo,espero una pronta respuesta,gracias."
628,2016-06-04 08:24:02,vindi,0.893284,Quedamos 1 a 1 :)
629,2016-06-04 09:03:10,masxmenos,0.0,Cuantos gramos los camarones?
630,2016-06-04 10:18:07,vindi,0.0,Ganamos 1 x 0
631,2016-06-04 10:40:18,maxipali,0.624013,"Excelentes precios el q mas m gusta es el de la cerveza prima aprte q es super barata es deliciosa ..
Espero q no la suban d precio nunca xq siempre la compramos..."
632,2016-06-04 10:59:33,vindi,0.0,2  - 1 ganamos
633,2016-06-04 11:24:41,pali,0.0,Tienen alguna oferta en carnes rojas o blancas para hoy ?
634,2016-06-04 12:03:09,masxmenos,0.0,Colombia
635,2016-06-04 12:38:04,vindi,0.0,"Ganamos 2,1"
636,2016-06-04 12:38:05,masxmenos,0.0,Disculpen estos precios son de hoy 3 de junio
637,2016-06-04 13:39:07,vindi,0.576516,Gana Costa Rica 2 a 0
638,2016-06-04 14:00:46,vindi,0.0,Empate
639,2016-06-04 14:24:41,vindi,0.0,3-1 gana CR
640,2016-06-04 14:32:59,vindi,0.0,Gana Costa Rica 2 a 1
641,2016-06-04 14:51:46,vindi,-0.258007,Gana CR 2-0
642,2016-06-04 15:13:33,vindi,0.0,Estemos ganar
643,2016-06-04 15:24:59,masxmenos,0.785673,"!Vení a nuestra celebración! Ya inicio la Copa América y Ahora que se vienen más partidos, Supermercados #MasXMenos te  acompaña en el primer partido de Costa Rica. !Apoyá a la selección en su primer partido! !Si, se puede!"
644,2016-06-04 16:11:01,vindi,0.0,0 A O
645,2016-06-04 17:32:02,pali,-0.148564,Un gran buuuu para ese cochino. Mal vecino. Somos las personas de este barrio quienes te damos de comer comprando en este Pali.
646,2016-06-04 21:42:45,pali,0.0,Que asco
647,2016-06-05 09:23:18,pali,-0.694498,Yo deje de ir allí..  no se si has notado el olor pero en la bodega siempre huele a rata muerta
648,2016-06-05 12:25:27,vindi,0.0,Q guapos !
649,2016-06-05 13:04:10,maxipali,-0.849909,Y porque no vienen a San Carlos
650,2016-06-05 14:03:54,pali,-0.200988,"Les comento, Soy del área de Pavas, En días pasados visité el Palí de Sardinal, Liberia. Genial Ful funcionamiento. Los Coches de Palí Costa Rica en Pavas, fatal, parecen desechos, inservibles. Porqué existe tanta desproporción en sus Tiendas de Servicio de la Cadena Palí. Mejoren !!!!!!"
651,2016-06-05 15:14:31,vindi,0.835331,Que lindo se parese a ti
652,2016-06-05 15:23:01,vindi,0.86176,Esta tan feliz como tu y Yo sigamos asi todos los dias de nuestra vida.
653,2016-06-05 20:05:23,pali,0.0,"Y si a el como administrador no le importa ,es un COCHINO ENTONCES"
654,2016-06-05 21:11:19,masxmenos,-0.423542,Hoy nos paso algo muy desagradable en más x menos Alajuela cemaco fuimos a desayunar mi esposo mi hijo y yo cual fue la sorpresa sólo había gallo pintó el salchichón parecía que tenía como un  mes de estas ahí todo feo huevo no había bueno nada y la excusa fue esta mala la plancha esperen 5 minutos resulta que había una excursión y por eso no había nada el equipo de cocina mal preparado para  cosas así se van preparando para mejor atención al público gracias!!
655,2016-06-05 21:41:54,vindi,0.941644,Qué linda mi familia
656,2016-06-06 10:00:05,masxmenos,0.870353,"Buen día Mary, gracias por comunicarte con notros ya que tus comentarios nos ayudan para seguir mejorando. Podrás enviarnos tu número vía inbox con el fin de darle seguimiento a tu queja."
657,2016-06-06 10:01:08,masxmenos,0.844284,"Buen día Sonia, son 400 g."
658,2016-06-06 10:01:58,masxmenos,0.974364,"Buen día, estos precios aplicaron durante el fin de semana. Saludos"
659,2016-06-06 10:04:19,masxmenos,-0.571793,Si es que fue el fin de semana que hice la pregunta
660,2016-06-06 10:11:55,masxmenos,0.734953,Que tengas buen día =)
661,2016-06-06 12:49:48,vindi,0.0,Amen amen igual
662,2016-06-06 14:00:01,vindi,0.664443,"Seguí paso a paso a nuestro Chef Daniel Vargas con una receta propuesta por nuestros seguidores: Lasagna de vegetales. Además de ser deliciosa, es una excelente opción de comida saludable. "
663,2016-06-06 14:27:34,maxipali,0.0,"Molesta ir a Maxi pali Puriscal y q sólo tengan dos cajeros y un montón de cajas pero cerradas... además q no ulticen en el caso d la gente mayor el descuento de ciudadano de oro... 
Y algo q ya he mencionado es la mala calidad de frutas y verduras  mucho más caras q la competencia q tienen en Puriscal... realmente molesta y decepcionada fue mas bulla q los verdaderos beneficios al final es un pali grande nada más..."
664,2016-06-06 16:00:31,masxmenos,0.765276,Buenas una pregunta en el.masxmenos de san francisco hay tiza?
665,2016-06-06 16:31:08,pali,0.0,Cm un rollo de culantro va a valer 7 15 colones
666,2016-06-06 17:00:00,vindi,0.307282,Las inscripciones de nuestra carrera #VindiGreenRun están abiertas.
667,2016-06-06 17:45:38,vindi,-0.223868,Mira Karol Ortega otro reto
668,2016-06-06 18:24:49,masxmenos,0.0,Por favor una receta de alitas con salsa búfalo por favor
669,2016-06-06 22:42:24,masxmenos,0.815091,Bueno así como publique una queja u observación quiero hacer recíproco el  agradecimiento de la corporación más x  menos en Alajuela cemaco. Por la llamada del señor Luis gerente de ese mismo por haberse disculpado por lo sucedido de antemano gracias  bendiciones!!
670,2016-06-07 08:20:59,vindi,0.0,Hoy ganamos ??
